20200728009130193000410098340075	,20200728001100121100414786215325	,2020-07-28 20:59:19 ,2020-07-28 20:59:22 ,2020-07-28 20:59:22 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020072822001147411427549307	,T200P1149190914706833850	,2020-07-28 20:59:06 ,2020-07-28 20:59:12 ,2020-08-03 20:26:53 ,淘宝        ,支付宝担保交易         ,仇仇1121          ,仇大哥AUBURN指甲油傲本奶白色显白快干持久不可剥免烤,29.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200728009130193000410098164855	,20200728001100121100414785947856	,2020-07-28 12:42:14 ,2020-07-28 12:42:16 ,2020-07-28 12:42:16 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020072822001447411427052291	,21P2088921985603966W03_0461368603266345126503488	,2020-07-28 12:42:09 ,2020-07-28 12:42:09 ,2020-07-28 12:42:09 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,陕记老潼关肉夹馍        ,MTDP-老潼关肉夹馍（新江湾城悠方店）,42.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200728009130193000410097782756	,20200728001100121100414785831065	,2020-07-28 09:59:42 ,2020-07-28 09:59:44 ,2020-07-28 09:59:44 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020072822001447411427037662	,225289138044        	,2020-07-28 09:59:39 ,2020-07-28 09:59:39 ,2020-07-28 09:59:39 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,淞虹              ,7-ELEVEn上海国通消费      ,2.50    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200728342293543411 	,                    	,2020-07-28 02:25:56 ,                    ,2020-07-28 02:25:56 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.07.27-收益发放 ,0.04    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20200727009130193000410097628954	,20200727001100121100414785543387	,2020-07-27 21:05:33 ,2020-07-27 21:05:36 ,2020-07-27 21:05:36 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020072722001447411426131014	,20072770057611630907	,2020-07-27 21:05:31 ,2020-07-27 21:05:31 ,2020-07-27 21:05:31 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,果之满满鲜榨果汁(五角场万达店)外卖订单,34.30   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200727009130193000410097087721	,20200727001100121100414785154595	,2020-07-27 09:39:12 ,2020-07-27 09:39:14 ,2020-07-27 09:39:14 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020072722001447411426299610	,225108504844        	,2020-07-27 09:39:07 ,2020-07-27 09:39:08 ,2020-07-27 09:39:08 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,淞虹              ,7-ELEVEn上海国通消费      ,6.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200727009130193000410097023464	,20200727001100121100414785142186	,2020-07-27 09:36:30 ,2020-07-27 09:36:32 ,2020-07-27 09:36:32 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020072722001147411426197753	,T200P1145105120217833850	,2020-07-27 09:36:21 ,2020-07-27 09:36:27 ,2020-07-28 12:46:13 ,淘宝        ,支付宝担保交易         ,飞跃官方旗舰店         ,feiyue/飞跃鞋垫女海波丽柔软吸汗防臭鞋垫男 等多件,38.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020072622001147411426017876_1144256736276833850	,T200P1144256736276833850	,2020-07-27 09:35:43 ,                    ,2020-07-27 09:35:43 ,淘宝        ,支付宝担保交易         ,飞跃官方旗舰店         ,退款-feiyue/飞跃鞋垫女海波丽柔软吸汗防臭鞋垫男,19.00   ,收入      ,退款成功    ,0.00     ,0.00     ,                    ,已收入      ,
20200727332981861411 	,                    	,2020-07-27 02:29:32 ,                    ,2020-07-27 02:29:32 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.07.26-收益发放 ,0.04    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20200726009130193000410096552835	,20200726001100121100414784849295	,2020-07-26 20:44:03 ,2020-07-26 20:44:06 ,2020-07-26 20:44:06 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020072622001147411426017876	,T200P1144256736276833850	,2020-07-26 20:43:54 ,2020-07-26 20:44:01 ,2020-07-27 09:35:43 ,淘宝        ,支付宝担保交易         ,飞跃官方旗舰店         ,feiyue/飞跃鞋垫女海波丽柔软吸汗防臭鞋垫男,19.00   ,支出      ,交易关闭    ,0.00     ,0.00     ,                    ,已支出      ,
20200726331402178411 	,                    	,2020-07-26 02:35:30 ,                    ,2020-07-26 02:35:30 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.07.25-收益发放 ,0.05    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20200725009130193000410095988076	,20200725001100121100414784230897	,2020-07-25 21:13:48 ,2020-07-25 21:13:50 ,2020-07-25 21:13:50 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020072522001447411425496909	,20200725040405683641461	,2020-07-25 21:13:44 ,2020-07-25 21:13:45 ,2020-07-25 21:13:45 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,信用借还服务商         ,小电充电宝               ,8.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200725200040011100410056154247	,                    	,2020-07-25 20:12:22 ,2020-07-25 20:12:26 ,2020-07-25 20:13:43 ,支付宝网站     ,即时到账交易          ,徐玉凤             ,转账到银行卡-转账           ,8000.00 ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200725200040011100410056115350	,                    	,2020-07-25 19:37:40 ,2020-07-25 19:37:43 ,2020-07-25 19:37:43 ,支付宝网站     ,即时到账交易          ,小猪猪             ,收款                  ,10.00   ,支出      ,交易成功    ,0.00     ,0.00     ,收款                  ,已支出      ,
20200725009130125000410095930618	,20200725200040011100020069084957	,2020-07-25 19:26:31 ,2020-07-25 19:26:32 ,2020-07-25 19:26:32 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,转账收款到余额宝            ,8000.00 ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
20200725200040011100020069084957	,                    	,2020-07-25 19:26:10 ,2020-07-25 19:26:31 ,2020-07-25 19:26:31 ,支付宝网站     ,即时到账交易          ,装富有             ,转账                  ,8000.00 ,收入      ,交易成功    ,0.00     ,0.00     ,转账                  ,已收入      ,
20200725009130125000410095551164	,20200725200040011100860066952283	,2020-07-25 19:12:23 ,2020-07-25 19:12:23 ,2020-07-25 19:12:23 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,转账收款到余额宝            ,26.00   ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
20200725200040011100860066952283	,                    	,2020-07-25 19:12:19 ,2020-07-25 19:12:22 ,2020-07-25 19:12:22 ,支付宝网站     ,即时到账交易          ,大玥              ,转账                  ,26.00   ,收入      ,交易成功    ,0.00     ,0.00     ,转账                  ,已收入      ,
20200725009130193000410095819547	,20200725001100121100414784155187	,2020-07-25 19:12:18 ,2020-07-25 19:12:21 ,2020-07-25 19:12:21 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020072522001147411425683062	,T150P1143011170697833850	,2020-07-25 19:12:13 ,2020-07-25 19:12:17 ,2020-07-25 19:12:21 ,淘宝        ,支付宝担保交易         ,淘票票-电影          ,《多力特的奇幻冒险》上海青浦永乐国际影城（青松路1店）电影票,51.80   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200725009130193000410095414185	,20200725001100121100414784040536	,2020-07-25 16:50:33 ,2020-07-25 16:50:35 ,2020-07-25 16:50:35 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020072522001447411425058211	,210_202007252169757401751629	,2020-07-25 16:50:30 ,2020-07-25 16:50:30 ,2020-07-25 16:50:30 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,滴滴出行            ,滴滴快车-叶师傅            ,25.61   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200725009130193000410095626252	,20200725001100121100414783919364	,2020-07-25 11:44:24 ,2020-07-25 11:44:27 ,2020-07-25 11:44:27 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020072522001447411425109694	,20072570055411037107	,2020-07-25 11:44:22 ,2020-07-25 11:44:23 ,2020-07-25 11:44:23 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,和番丼饭（青浦万达店）外卖订单     ,58.10   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200725326144093411 	,                    	,2020-07-25 02:34:35 ,                    ,2020-07-25 02:34:35 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.07.24-收益发放 ,0.05    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20200724009130193000410094784357	,20200724001100121100414783660505	,2020-07-24 22:10:09 ,2020-07-24 22:10:11 ,2020-07-24 22:10:11 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020072422001447411424632831	,210_202007242169282601439186	,2020-07-24 22:10:06 ,2020-07-24 22:10:06 ,2020-07-24 22:10:06 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,滴滴出行            ,滴滴快车-施师傅            ,13.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200724009130193000410094845546	,20200724001100121100414783583942	,2020-07-24 20:49:27 ,2020-07-24 20:49:29 ,2020-07-24 20:49:29 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020072422001447411425018768	,32012205644464919988	,2020-07-24 20:49:25 ,2020-07-24 20:49:25 ,2020-07-24 20:49:25 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,P256            ,P256-当面付款           ,15.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200724009130193000410095110019	,20200724001100121100414783613966	,2020-07-24 20:46:24 ,2020-07-24 20:46:26 ,2020-07-24 20:46:26 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020072422001447411424913055	,OP6853027397852202832	,2020-07-24 20:46:20 ,2020-07-24 20:46:20 ,2020-07-24 20:46:20 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,1973继光香香鸡(青浦宝龙店),支付码:334619 继光香香鸡(青浦宝龙城店)(6853027393515456336),18.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200724009130193000410094450787	,20200724001100121100414783230560	,2020-07-24 09:34:33 ,2020-07-24 09:34:36 ,2020-07-24 09:34:36 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020072422001447411424206461	,0896846d8e16471fa19e3411eb42693c	,2020-07-24 09:34:31 ,2020-07-24 09:34:32 ,2020-07-24 09:34:32 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海赛可出行科技服务有限公司  ,享道出行                ,85.66   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200724009130193000410094457646	,20200724001100121100414783207923	,2020-07-24 08:33:51 ,2020-07-24 08:33:53 ,2020-07-24 08:33:53 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020072422001447411424619579	,0612660000482200017895237267333430	,2020-07-24 08:33:47 ,2020-07-24 08:33:48 ,2020-07-24 08:33:48 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,老盛兴上海武夷路店       ,老盛兴上海武夷路店           ,12.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200724009130193000410094421639	,20200724001100121100414783192228	,2020-07-24 08:17:37 ,2020-07-24 08:17:39 ,2020-07-24 08:17:39 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020072422001447411423803797	,2020072433340068_081728_8	,2020-07-24 08:17:32 ,2020-07-24 08:17:32 ,2020-07-24 08:17:32 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海市皮肤病医院        ,上海市皮肤病医院移动支付        ,21.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200724009130193000410094135727	,20200724001100121100414783179369	,2020-07-24 08:05:42 ,2020-07-24 08:05:44 ,2020-07-24 08:05:44 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020072422001447411424181860	,224650315888        	,2020-07-24 08:05:39 ,2020-07-24 08:05:39 ,2020-07-24 08:05:39 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,罗森便利店           ,支付宝支付武夷路173号店消费     ,4.60    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200724200040011100410055108596	,                    	,2020-07-24 06:55:16 ,2020-07-24 06:55:20 ,2020-07-24 06:56:32 ,支付宝网站     ,即时到账交易          ,龚慧珏             ,转账到银行卡-转账           ,50.00   ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
20200724314468940411 	,                    	,2020-07-24 02:35:17 ,                    ,2020-07-24 02:35:17 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.07.23-收益发放 ,0.06    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20200723009130193000410093795501	,20200723001100121100414782656602	,2020-07-23 11:19:21 ,2020-07-23 11:19:23 ,2020-07-23 11:19:23 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020072322001447411423913285	,MW01595474358854001318	,2020-07-23 11:19:19 ,2020-07-23 11:19:19 ,2020-07-23 11:19:19 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,7-ELEVEn(国通店)   ,7-11上海国通店           ,10.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200723308812543411 	,                    	,2020-07-23 02:34:01 ,                    ,2020-07-23 02:34:01 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.07.22-收益发放 ,0.06    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20200722928464094105 	,202007221100300702470609695597	,2020-07-22 11:18:45 ,2020-07-22 11:18:45 ,2020-07-22 11:18:45 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,国泰财产保险有限责任公司    ,保险承保-银行卡安全险-国泰产险|19092156404793810247|期数|202007|续期交易付款,1.66    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200722001080012204410045940737	,                    	,2020-07-22 09:44:30 ,                    ,2020-07-22 09:44:31 ,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-天弘创业板ETF联接C-买入 ,150.00  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200722009130193000410092868518	,20200722001100121100414781918887	,2020-07-22 09:39:09 ,2020-07-22 09:39:12 ,2020-07-22 09:39:12 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020072222001447411422991791	,224317561944        	,2020-07-22 09:39:05 ,2020-07-22 09:39:05 ,2020-07-22 09:39:05 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,淞虹              ,7-ELEVEn上海国通消费      ,14.30   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200722001080012204410045925198	,                    	,2020-07-22 09:27:10 ,                    ,2020-07-22 09:27:11 ,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-天弘沪深300ETF联接C-买入,150.00  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200722303387599411 	,                    	,2020-07-22 02:31:59 ,                    ,2020-07-22 02:31:59 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.07.21-收益发放 ,0.07    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20200721009130193000410092223342	,20200721001100121100414781454981	,2020-07-21 15:31:18 ,2020-07-21 15:31:21 ,2020-07-21 15:31:21 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020072122001447411422931581	,MW01595316675533001038	,2020-07-21 15:31:16 ,2020-07-21 15:31:17 ,2020-07-21 15:31:17 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,7-ELEVEn(国通店)   ,7-11上海国通店           ,4.20    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200721009130193000410091891269	,20200721001100121100414781276032	,2020-07-21 09:41:09 ,2020-07-21 09:41:12 ,2020-07-21 09:41:12 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020072122001447411422627902	,224135953844        	,2020-07-21 09:41:07 ,2020-07-21 09:41:07 ,2020-07-21 09:41:07 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,淞虹              ,7-ELEVEn上海国通消费      ,2.50    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200721397393756411 	,                    	,2020-07-21 02:14:51 ,                    ,2020-07-21 02:14:51 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.07.20-收益发放 ,0.01    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20200720009130193000410091203827	,20200720001100121100414780936023	,2020-07-20 19:29:51 ,2020-07-20 19:29:53 ,2020-07-20 19:29:53 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020072022001447411422603592	,210_202007202166386301666227	,2020-07-20 19:29:48 ,2020-07-20 19:29:48 ,2020-07-20 19:29:48 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,滴滴出行            ,滴滴快车-高师傅            ,18.88   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020072022001147411422295685	,T200P1130559296484833850	,2020-07-20 10:01:24 ,2020-07-20 10:01:59 ,2020-07-21 22:50:57 ,淘宝        ,支付宝担保交易         ,宝洁官方旗舰店         ,欧乐b/OralB牙龈专护牙膏牙龈修护护龈口气清新家庭实惠装90g*3 等多件,89.80   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200720009130193000410090675246	,20200720001100121100414780581899	,2020-07-20 09:41:57 ,2020-07-20 09:41:59 ,2020-07-20 09:41:59 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020072022001447411422020242	,223958746544        	,2020-07-20 09:41:53 ,2020-07-20 09:41:54 ,2020-07-20 09:41:54 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,淞虹              ,7-ELEVEn上海国通消费      ,10.30   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200720009130193000410090505839	,20200720001100121100414780574167	,2020-07-20 09:38:21 ,2020-07-20 09:38:23 ,2020-07-20 09:38:23 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020072022001447411422270368	,47441d441a5848e7b48e1dd95e3bdd0e	,2020-07-20 09:38:17 ,2020-07-20 09:38:17 ,2020-07-20 09:38:17 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海赛可出行科技服务有限公司  ,享道出行                ,17.50   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200720392208339411 	,                    	,2020-07-20 02:15:56 ,                    ,2020-07-20 02:15:56 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.07.19-收益发放 ,0.01    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20200719009130193000410090591945	,20200719001100121100414780326666	,2020-07-19 23:22:42 ,2020-07-19 23:22:44 ,2020-07-19 23:22:44 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020071922001147411422245720	,T200P1129940288424833850	,2020-07-19 23:22:37 ,2020-07-19 23:22:41 ,2020-07-21 22:50:43 ,淘宝        ,支付宝担保交易         ,无印良品muji官方旗舰店   ,无印良品 MUJI 女式 合脚直角 浅口运动船袜 等多件,121.00  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200719009130193000410090111294	,20200719001100121100414780160006	,2020-07-19 18:27:04 ,2020-07-19 18:27:07 ,2020-07-19 18:27:07 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020071922001447411422430829	,20071970050295566707	,2020-07-19 18:26:59 ,2020-07-19 18:26:59 ,2020-07-19 18:26:59 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,930私房菜(国和路店)外卖订单    ,25.10   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200719009130193000410089923808	,20200719001100121100414780080890	,2020-07-19 16:16:07 ,2020-07-19 16:16:10 ,2020-07-19 16:16:10 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020071922001147411422246833	,T200P1129833347516833850	,2020-07-19 16:15:56 ,2020-07-19 16:16:02 ,2020-07-20 22:39:01 ,淘宝        ,支付宝担保交易         ,天猫超市            ,苏菲卫生巾柔棉感日用超熟睡弹力贴身夜用姨妈巾共96片整箱组合装,61.65   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200719009130193000410090026798	,20200719001100121100414780000811	,2020-07-19 14:02:03 ,2020-07-19 14:02:05 ,2020-07-19 14:02:05 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020071922001447411422191878	,20071970050071799707	,2020-07-19 14:01:56 ,2020-07-19 14:01:57 ,2020-07-19 14:01:57 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,茶米茶(上海合生汇店)外卖订单     ,31.30   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200719390280835411 	,                    	,2020-07-19 02:19:24 ,                    ,2020-07-19 02:19:24 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.07.18-收益发放 ,0.01    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20200718009130193000410089208449	,20200718001100121100414779600948	,2020-07-18 19:56:19 ,2020-07-18 19:56:22 ,2020-07-18 19:56:22 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020071822001447411421939752	,20071870049532724307	,2020-07-18 19:56:13 ,2020-07-18 19:56:13 ,2020-07-18 19:56:13 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,果之满满鲜榨果汁(五角场万达店)外卖订单,31.30   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200718009130193000410089475275	,20200718001100121100414779485704	,2020-07-18 16:51:26 ,2020-07-18 16:51:29 ,2020-07-18 16:51:29 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020071822001447411421868603	,X5002751022007180464S6259070	,2020-07-18 16:51:22 ,2020-07-18 16:51:22 ,2020-07-18 16:51:22 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,无印良品(上海Reel百货店) ,条码支付-消费             ,129.00  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200718009130125000410089113935	,20200718200040011100110062895128	,2020-07-18 13:30:04 ,2020-07-18 13:30:04 ,2020-07-18 13:30:05 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,转账收款到余额宝            ,50.00   ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
20200718200040011100110062895128	,                    	,2020-07-18 13:29:57 ,2020-07-18 13:30:03 ,2020-07-18 13:30:04 ,支付宝网站     ,即时到账交易          ,一条死鱼            ,转账                  ,50.00   ,收入      ,交易成功    ,0.00     ,0.00     ,转账                  ,已收入      ,
20200718009130125000410089042824	,20200718200040011100110062882773	,2020-07-18 12:53:15 ,2020-07-18 12:53:15 ,2020-07-18 12:53:15 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,转账收款到余额宝            ,162.00  ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
